id,company_name,announcement_text,announcement_date,source,is_verified,verification_source,risk_score,created_at
425,SkyHigh Returns Inc,BREAKING: SkyHigh Returns Inc promises 3729% guaranteed returns in 12 months. Immediate investment advised!,2024-08-31,Telegram Channel,False,Not Verified,95.1,2024-08-31 13:00:00
426,Wipro Limited,Wipro Limited announces Exploit clicks-and-mortar systems worth ₹11257 crores. Project timeline: 5 years.,2024-10-30,Contract Announcement,True,Ministry of Finance,24.9,2024-10-30 12:00:00
427,Coal India Limited,Coal India Limited announces Engineer magnetic models worth ₹18450 crores. Project timeline: 1 years.,2023-11-29,Board Resolution,True,Stock Exchange Filing,15.7,2023-11-29 14:29:00
428,SkyHigh Returns Inc,BREAKING: SkyHigh Returns Inc promises 766% guaranteed returns in 6 months. Immediate investment advised!,2023-08-31,WhatsApp Forward,False,Unverified Source,89.0,2023-08-31 10:47:00
429,Fake Corp Industries,BREAKING: Fake Corp Industries promises 713% guaranteed returns in 11 months. Immediate investment advised!,2024-01-30,Rumor Forum,False,Unverified Source,91.7,2024-01-30 09:05:00
430,ONGC Limited,ONGC Limited announces Re-contextualize compelling vortals worth ₹2602 crores. Project timeline: 5 years.,2025-03-28,Board Resolution,True,BSE Website,14.1,2025-03-28 16:40:00
431,Bharti Airtel Limited,Bharti Airtel Limited announces Expedite front-end functionalities worth ₹2522 crores. Project timeline: 5 years.,2023-10-05,BSE Official,True,BSE Website,22.4,2023-10-05 15:11:00
432,Bajaj Finance Limited,Bajaj Finance Limited announces Embrace real-time deliverables worth ₹9685 crores. Project timeline: 1 years.,2023-10-27,Company Filing,True,Ministry of Finance,23.8,2023-10-27 15:41:00
433,ONGC Limited,ONGC Limited announces Innovate strategic action-items worth ₹11753 crores. Project timeline: 5 years.,2024-10-05,Board Resolution,True,Ministry of Finance,20.1,2024-10-05 17:14:00
434,GoldRush Ventures,BREAKING: GoldRush Ventures promises 4125% guaranteed returns in 9 months. Immediate investment advised!,2024-02-08,Fake News Site,False,No Record,97.6,2024-02-08 12:48:00
435,State Bank of India,State Bank of India announces Transition magnetic content worth ₹5751 crores. Project timeline: 3 years.,2025-07-13,Company Press Release,True,NSE Website,22.8,2025-07-13 13:22:00
436,Bajaj Finance Limited,Bajaj Finance Limited announces Engineer granular bandwidth worth ₹9678 crores. Project timeline: 5 years.,2023-10-29,Company Filing,True,Company Portal,22.4,2023-10-29 11:19:00
437,Asian Paints Limited,Asian Paints Limited announces Target seamless channels worth ₹4265 crores. Project timeline: 2 years.,2024-11-16,Earnings Call,True,Ministry of Finance,24.8,2024-11-16 18:28:00
438,Super Growth Technologies,BREAKING: Super Growth Technologies promises 1492% guaranteed returns in 5 months. Immediate investment advised!,2025-03-02,Fake News Site,False,No Record,92.9,2025-03-02 14:12:00
439,Asian Paints Limited,Asian Paints Limited announces Target web-enabled markets worth ₹8730 crores. Project timeline: 2 years.,2023-10-02,Government Press Release,True,NSE Website,20.1,2023-10-02 14:06:00
440,Asian Paints Limited,Asian Paints Limited announces Unleash web-enabled relationships worth ₹1931 crores. Project timeline: 4 years.,2023-11-28,Government Press Release,True,BSE Website,23.8,2023-11-28 09:15:00
441,Bajaj Finance Limited,Bajaj Finance Limited announces Evolve front-end vortals worth ₹8787 crores. Project timeline: 1 years.,2024-06-18,BSE Official,True,Company IR,16.9,2024-06-18 11:01:00
442,Asian Paints Limited,Asian Paints Limited announces Mesh frictionless paradigms worth ₹18348 crores. Project timeline: 3 years.,2024-02-03,BSE Official,True,RBI Circular,13.8,2024-02-03 16:38:00
443,NextGen Profit Corp,BREAKING: NextGen Profit Corp promises 4165% guaranteed returns in 11 months. Immediate investment advised!,2024-02-17,Suspicious Website,False,Unverified Source,96.4,2024-02-17 09:46:00
444,Coal India Limited,Coal India Limited announces Scale back-end solutions worth ₹2930 crores. Project timeline: 5 years.,2024-07-20,Government Press Release,True,Company Portal,11.7,2024-07-20 15:24:00
445,State Bank of India,State Bank of India announces Orchestrate ubiquitous architectures worth ₹16318 crores. Project timeline: 5 years.,2024-03-31,Company Press Release,True,Stock Exchange Filing,22.7,2024-03-31 09:26:00
446,Infosys Limited,Infosys Limited announces Deliver ubiquitous web services worth ₹6551 crores. Project timeline: 3 years.,2024-12-03,Board Resolution,True,RBI Circular,24.7,2024-12-03 16:24:00
447,Wonder Mining Ltd,BREAKING: Wonder Mining Ltd promises 3365% guaranteed returns in 11 months. Immediate investment advised!,2025-05-04,WhatsApp Forward,False,Unverified Source,88.2,2025-05-04 09:48:00
448,Coal India Limited,Coal India Limited announces Benchmark interactive initiatives worth ₹19461 crores. Project timeline: 2 years.,2024-05-05,Company Filing,True,Ministry of Finance,24.8,2024-05-05 17:31:00
449,Wonder Mining Ltd,BREAKING: Wonder Mining Ltd promises 2744% guaranteed returns in 4 months. Immediate investment advised!,2025-02-17,Fake News Site,False,Not Verified,97.0,2025-02-17 10:45:00
450,Reliance Industries Limited,Reliance Industries Limited announces Harness e-business systems worth ₹1781 crores. Project timeline: 5 years.,2025-04-21,Earnings Call,True,Stock Exchange Filing,10.4,2025-04-21 13:25:00
451,Fake Corp Industries,BREAKING: Fake Corp Industries promises 2722% guaranteed returns in 10 months. Immediate investment advised!,2024-02-18,Unverified Blog,False,Unverified Source,98.2,2024-02-18 16:47:00
452,Wonder Mining Ltd,BREAKING: Wonder Mining Ltd promises 4809% guaranteed returns in 7 months. Immediate investment advised!,2025-05-27,Telegram Channel,False,No Record,85.8,2025-05-27 15:41:00
453,Tata Consultancy Services,Tata Consultancy Services announces Cultivate 24/365 users worth ₹4880 crores. Project timeline: 1 years.,2025-02-13,Company Press Release,True,Company Portal,23.4,2025-02-13 17:54:00
454,Miracle Pharma Inc,BREAKING: Miracle Pharma Inc promises 3432% guaranteed returns in 5 months. Immediate investment advised!,2024-04-15,Suspicious Website,False,No Record,94.7,2024-04-15 11:05:00
455,Hindustan Unilever Limited,Hindustan Unilever Limited announces Engage strategic relationships worth ₹11420 crores. Project timeline: 1 years.,2025-08-22,Board Resolution,True,SEBI EDIFAR,20.2,2025-08-22 14:26:00
456,GoldRush Ventures,BREAKING: GoldRush Ventures promises 4917% guaranteed returns in 2 months. Immediate investment advised!,2024-11-04,Fake Press Release,False,No Record,96.9,2024-11-04 18:26:00
457,Hindustan Unilever Limited,Hindustan Unilever Limited announces Benchmark web-enabled info-mediaries worth ₹19093 crores. Project timeline: 2 years.,2025-06-13,Board Resolution,True,BSE Website,16.5,2025-06-13 16:55:00
458,Infosys Limited,Infosys Limited announces Exploit leading-edge models worth ₹17330 crores. Project timeline: 4 years.,2023-11-30,NSE Official,True,Stock Exchange Filing,13.9,2023-11-30 15:32:00
459,Quick Money Corp,BREAKING: Quick Money Corp promises 1662% guaranteed returns in 7 months. Immediate investment advised!,2025-05-07,Unverified Blog,False,Denial Issued,87.1,2025-05-07 11:08:00
460,Crypto Dream Ltd,BREAKING: Crypto Dream Ltd promises 4119% guaranteed returns in 12 months. Immediate investment advised!,2024-04-30,Fake Press Release,False,No Official Source,85.2,2024-04-30 18:16:00
461,GoldRush Ventures,BREAKING: GoldRush Ventures promises 2028% guaranteed returns in 10 months. Immediate investment advised!,2024-04-18,Telegram Channel,False,Denial Issued,86.2,2024-04-18 17:47:00
462,Infosys Limited,Infosys Limited announces Morph customized communities worth ₹12864 crores. Project timeline: 4 years.,2025-08-27,Contract Announcement,True,NSE Website,15.5,2025-08-27 09:44:00
463,Infosys Limited,Infosys Limited announces Mesh holistic experiences worth ₹3383 crores. Project timeline: 4 years.,2024-01-11,Company Press Release,True,Company Portal,20.8,2024-01-11 18:04:00
464,Wipro Limited,Wipro Limited announces Transition bricks-and-clicks systems worth ₹7714 crores. Project timeline: 1 years.,2024-05-12,Government Press Release,True,Stock Exchange Filing,13.3,2024-05-12 12:08:00
465,Bajaj Finance Limited,Bajaj Finance Limited announces Iterate web-enabled info-mediaries worth ₹19309 crores. Project timeline: 5 years.,2024-12-07,Board Resolution,True,SEBI EDIFAR,16.8,2024-12-07 10:40:00
466,Maruti Suzuki India Limited,Maruti Suzuki India Limited announces Disintermediate plug-and-play interfaces worth ₹8592 crores. Project timeline: 3 years.,2025-04-18,NSE Official,True,Company Portal,22.4,2025-04-18 10:58:00
467,Asian Paints Limited,Asian Paints Limited announces Integrate magnetic applications worth ₹14041 crores. Project timeline: 1 years.,2023-11-04,Company Press Release,True,BSE Website,22.2,2023-11-04 09:22:00
468,Reliance Industries Limited,Reliance Industries Limited announces Cultivate transparent niches worth ₹6698 crores. Project timeline: 2 years.,2024-05-02,Contract Announcement,True,NSE Website,18.7,2024-05-02 16:58:00
469,Infosys Limited,Infosys Limited announces Mesh innovative platforms worth ₹8560 crores. Project timeline: 5 years.,2024-06-16,NSE Official,True,NSE Website,17.9,2024-06-16 15:19:00
470,HDFC Bank Limited,HDFC Bank Limited announces Leverage rich info-mediaries worth ₹4580 crores. Project timeline: 2 years.,2024-04-24,Company Press Release,True,SEBI EDIFAR,11.8,2024-04-24 11:22:00
471,Hindustan Unilever Limited,Hindustan Unilever Limited announces Maximize 24/365 partnerships worth ₹2603 crores. Project timeline: 4 years.,2025-07-20,BSE Official,True,SEBI EDIFAR,23.5,2025-07-20 12:29:00
472,Tata Consultancy Services,Tata Consultancy Services announces Visualize integrated functionalities worth ₹2973 crores. Project timeline: 1 years.,2024-07-29,BSE Official,True,RBI Circular,14.3,2024-07-29 16:55:00
473,Reliance Industries Limited,Reliance Industries Limited announces Maximize sticky supply-chains worth ₹16361 crores. Project timeline: 3 years.,2024-02-29,Board Resolution,True,SEBI EDIFAR,23.7,2024-02-29 17:03:00
474,NextGen Profit Corp,BREAKING: NextGen Profit Corp promises 736% guaranteed returns in 9 months. Immediate investment advised!,2025-08-25,Suspicious Website,False,Denial Issued,98.9,2025-08-25 09:44:00
475,State Bank of India,State Bank of India announces Target clicks-and-mortar roi worth ₹19000 crores. Project timeline: 1 years.,2024-06-30,Government Press Release,True,Company Portal,12.0,2024-06-30 09:07:00
476,Wonder Mining Ltd,BREAKING: Wonder Mining Ltd promises 2145% guaranteed returns in 4 months. Immediate investment advised!,2025-06-09,Fake News Site,False,Not Verified,95.5,2025-06-09 17:41:00
477,Super Growth Technologies,BREAKING: Super Growth Technologies promises 708% guaranteed returns in 2 months. Immediate investment advised!,2024-09-28,Rumor Forum,False,Unverified Source,87.4,2024-09-28 10:20:00
478,Coal India Limited,Coal India Limited announces Incubate world-class web-readiness worth ₹15967 crores. Project timeline: 4 years.,2024-02-07,NSE Official,True,Stock Exchange Filing,16.5,2024-02-07 14:08:00
479,Instant Rich Ltd,BREAKING: Instant Rich Ltd promises 2512% guaranteed returns in 11 months. Immediate investment advised!,2025-03-11,WhatsApp Forward,False,Not Verified,96.0,2025-03-11 10:21:00
480,GoldRush Ventures,BREAKING: GoldRush Ventures promises 4890% guaranteed returns in 2 months. Immediate investment advised!,2025-01-22,Rumor Forum,False,No Record,91.7,2025-01-22 12:48:00
481,Tata Consultancy Services,Tata Consultancy Services announces Visualize 24/365 supply-chains worth ₹5021 crores. Project timeline: 1 years.,2024-04-28,Government Press Release,True,Ministry of Finance,11.8,2024-04-28 13:29:00
482,Larsen & Toubro Limited,Larsen & Toubro Limited announces Incentivize plug-and-play experiences worth ₹8935 crores. Project timeline: 5 years.,2024-03-26,Board Resolution,True,RBI Circular,11.0,2024-03-26 13:30:00
483,ONGC Limited,ONGC Limited announces Implement compelling web services worth ₹13245 crores. Project timeline: 5 years.,2024-09-24,Government Press Release,True,SEBI EDIFAR,23.1,2024-09-24 16:09:00
484,Infosys Limited,Infosys Limited announces Transition ubiquitous content worth ₹15366 crores. Project timeline: 3 years.,2024-02-01,Contract Announcement,True,Company IR,17.4,2024-02-01 12:02:00
485,Bharti Airtel Limited,Bharti Airtel Limited announces Strategize global partnerships worth ₹2346 crores. Project timeline: 4 years.,2023-11-02,BSE Official,True,Company Portal,12.2,2023-11-02 13:59:00
486,Instant Rich Ltd,BREAKING: Instant Rich Ltd promises 4608% guaranteed returns in 7 months. Immediate investment advised!,2025-03-20,Telegram Channel,False,No Record,89.5,2025-03-20 09:23:00
487,Bajaj Finance Limited,Bajaj Finance Limited announces Leverage integrated technologies worth ₹11240 crores. Project timeline: 5 years.,2024-07-13,Company Press Release,True,RBI Circular,17.8,2024-07-13 12:18:00
488,Larsen & Toubro Limited,Larsen & Toubro Limited announces Drive rich vortals worth ₹16724 crores. Project timeline: 3 years.,2024-05-16,Company Filing,True,NSE Website,10.7,2024-05-16 18:32:00
489,Super Growth Technologies,BREAKING: Super Growth Technologies promises 4073% guaranteed returns in 6 months. Immediate investment advised!,2025-05-17,Fake Press Release,False,Unverified Source,87.6,2025-05-17 14:50:00
490,Coal India Limited,Coal India Limited announces Productize extensible e-business worth ₹9085 crores. Project timeline: 2 years.,2025-07-12,Earnings Call,True,BSE Website,17.2,2025-07-12 13:27:00
491,Fake Corp Industries,BREAKING: Fake Corp Industries promises 875% guaranteed returns in 1 months. Immediate investment advised!,2025-04-14,Rumor Forum,False,Unverified Source,96.3,2025-04-14 13:28:00
492,ITC Limited,ITC Limited announces Re-intermediate intuitive e-markets worth ₹9867 crores. Project timeline: 5 years.,2025-01-21,Company Press Release,True,RBI Circular,22.9,2025-01-21 09:04:00
493,ITC Limited,ITC Limited announces Evolve interactive applications worth ₹683 crores. Project timeline: 1 years.,2025-05-09,BSE Official,True,Stock Exchange Filing,10.2,2025-05-09 12:25:00
494,Maruti Suzuki India Limited,Maruti Suzuki India Limited announces Harness value-added methodologies worth ₹3853 crores. Project timeline: 3 years.,2024-02-25,Earnings Call,True,SEBI EDIFAR,20.3,2024-02-25 12:10:00
495,State Bank of India,State Bank of India announces Matrix real-time niches worth ₹7462 crores. Project timeline: 5 years.,2025-08-06,NSE Official,True,RBI Circular,24.0,2025-08-06 14:31:00
496,State Bank of India,State Bank of India announces Morph value-added schemas worth ₹4362 crores. Project timeline: 1 years.,2024-04-14,BSE Official,True,Company Portal,22.8,2024-04-14 12:39:00
497,HDFC Bank Limited,HDFC Bank Limited announces Seize scalable e-commerce worth ₹19783 crores. Project timeline: 2 years.,2024-05-05,Board Resolution,True,RBI Circular,20.0,2024-05-05 16:28:00
498,Super Growth Technologies,BREAKING: Super Growth Technologies promises 745% guaranteed returns in 8 months. Immediate investment advised!,2025-01-15,Telegram Channel,False,No Record,87.0,2025-01-15 16:40:00
499,Bharti Airtel Limited,Bharti Airtel Limited announces Empower cross-media channels worth ₹8404 crores. Project timeline: 2 years.,2024-11-27,Government Press Release,True,Company IR,19.3,2024-11-27 09:22:00
500,Fake Corp Industries,BREAKING: Fake Corp Industries promises 4495% guaranteed returns in 7 months. Immediate investment advised!,2024-11-15,Fake News Site,False,Not Verified,97.4,2024-11-15 13:37:00
501,Quick Money Corp,BREAKING: Quick Money Corp promises 552% guaranteed returns in 3 months. Immediate investment advised!,2025-03-16,WhatsApp Forward,False,Unverified Source,95.8,2025-03-16 16:15:00
502,Quick Money Corp,BREAKING: Quick Money Corp promises 632% guaranteed returns in 6 months. Immediate investment advised!,2025-04-25,Fake Press Release,False,Denial Issued,92.2,2025-04-25 16:16:00
503,Crypto Dream Ltd,BREAKING: Crypto Dream Ltd promises 3068% guaranteed returns in 9 months. Immediate investment advised!,2025-07-03,Unverified Blog,False,Not Verified,99.8,2025-07-03 15:05:00
504,NextGen Profit Corp,BREAKING: NextGen Profit Corp promises 1783% guaranteed returns in 6 months. Immediate investment advised!,2023-09-22,Suspicious Website,False,Not Verified,89.4,2023-09-22 15:58:00
505,Fake Corp Industries,BREAKING: Fake Corp Industries promises 3618% guaranteed returns in 4 months. Immediate investment advised!,2025-03-04,WhatsApp Forward,False,Not Verified,85.9,2025-03-04 13:45:00
506,SkyHigh Returns Inc,BREAKING: SkyHigh Returns Inc promises 4510% guaranteed returns in 6 months. Immediate investment advised!,2024-04-30,Suspicious Website,False,Unverified Source,88.1,2024-04-30 18:48:00
507,Wipro Limited,Wipro Limited announces E-enable strategic networks worth ₹3055 crores. Project timeline: 5 years.,2024-01-21,Company Press Release,True,RBI Circular,10.0,2024-01-21 11:20:00
508,Larsen & Toubro Limited,Larsen & Toubro Limited announces Target wireless web services worth ₹12615 crores. Project timeline: 3 years.,2023-09-02,Company Filing,True,Company IR,12.6,2023-09-02 12:12:00
509,HDFC Bank Limited,HDFC Bank Limited announces Optimize scalable roi worth ₹17213 crores. Project timeline: 1 years.,2023-09-05,Earnings Call,True,RBI Circular,21.4,2023-09-05 15:02:00
510,HDFC Bank Limited,HDFC Bank Limited announces Whiteboard cutting-edge applications worth ₹3467 crores. Project timeline: 5 years.,2025-01-16,BSE Official,True,NSE Website,22.5,2025-01-16 18:00:00
511,Wipro Limited,Wipro Limited announces Reinvent b2b web-readiness worth ₹8979 crores. Project timeline: 5 years.,2024-08-15,NSE Official,True,SEBI EDIFAR,16.7,2024-08-15 12:50:00
512,Adani Enterprises Limited,Adani Enterprises Limited announces Engage sticky schemas worth ₹5185 crores. Project timeline: 4 years.,2025-07-17,Earnings Call,True,NSE Website,11.6,2025-07-17 15:50:00
513,Tata Consultancy Services,Tata Consultancy Services announces Transition extensible technologies worth ₹6249 crores. Project timeline: 3 years.,2024-07-29,Board Resolution,True,Stock Exchange Filing,21.5,2024-07-29 14:23:00
514,Wipro Limited,Wipro Limited announces Innovate dot-com web services worth ₹3830 crores. Project timeline: 1 years.,2024-01-01,BSE Official,True,Company IR,17.3,2024-01-01 14:08:00
515,Instant Rich Ltd,BREAKING: Instant Rich Ltd promises 4206% guaranteed returns in 5 months. Immediate investment advised!,2024-04-17,WhatsApp Forward,False,No Record,88.7,2024-04-17 09:42:00
516,Wonder Mining Ltd,BREAKING: Wonder Mining Ltd promises 3541% guaranteed returns in 12 months. Immediate investment advised!,2024-08-21,Telegram Channel,False,Not Verified,98.0,2024-08-21 10:04:00
517,State Bank of India,State Bank of India announces Grow revolutionary info-mediaries worth ₹9462 crores. Project timeline: 5 years.,2024-03-15,Company Press Release,True,Company Portal,12.2,2024-03-15 09:57:00
518,ONGC Limited,ONGC Limited announces Evolve out-of-the-box vortals worth ₹10755 crores. Project timeline: 3 years.,2025-08-04,Earnings Call,True,RBI Circular,23.9,2025-08-04 13:10:00
519,Crypto Dream Ltd,BREAKING: Crypto Dream Ltd promises 1123% guaranteed returns in 8 months. Immediate investment advised!,2024-10-18,Telegram Channel,False,Not Verified,95.5,2024-10-18 11:14:00
520,Reliance Industries Limited,Reliance Industries Limited announces Orchestrate extensible schemas worth ₹2295 crores. Project timeline: 2 years.,2023-10-26,Company Press Release,True,Company Portal,10.1,2023-10-26 10:02:00
